326	52214	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
328	52429	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
330	51570	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
332	50952	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
334	49745	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
336	49388	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
338	48170	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
340	48784	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
342	47692	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
344	47923	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
346	46946	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
348	46856	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
350	45676	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
352	44228	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
354	44399	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
356	43102	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
358	42675	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
360	43366	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
362	42408	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
364	41282	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
366	41078	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
368	41006	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
370	40422	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
372	39873	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
374	40095	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
376	39301	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
378	38547	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
380	37580	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
382	37687	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
384	37162	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
386	36655	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
388	36933	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
390	35497	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
392	34652	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
394	35095	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
396	34226	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
398	33345	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
